"(PDH-CSV 4.0) (India Standard Time)(-330)","\\RODNEY-A9F2EF35\ICMP\Messages Sent/sec","\\RODNEY-A9F2EF35\ICMP\Messages/sec","\\RODNEY-A9F2EF35\ICMP\Sent Echo/sec","\\RODNEY-A9F2EF35\Memory\% Committed Bytes In Use","\\RODNEY-A9F2EF35\Processor(_Total)\% Processor Time" 
"03/30/2015 10:33:03.890","0","0","0","13.14605192232961","15.625"
"03/30/2015 10:33:04.890","0.99990223176936754","0.99990223176936754","0.99990223176936754","13.14605192232961","4.6875"
"03/30/2015 10:33:05.906","0","0","0","13.146365311571584","9.2307692307692317"
"03/30/2015 10:33:06.921","0","0","0","13.146365311571584","6.1538461538461542"
"03/30/2015 10:33:07.921","0","0","0","13.146365311571584","9.375"
"03/30/2015 10:33:08.921","0","0","0","13.147618868539482","12.5"
"03/30/2015 10:33:09.921","0","0","0","13.147618868539482","14.0625"
"03/30/2015 10:33:10.921","0.99904046432818672","0.99904046432818672","0.99904046432818672","13.149499203991324","7.8125"
"03/30/2015 10:33:11.921","0","0","0","13.149499203991324","3.125"
"03/30/2015 10:33:12.921","0","0","0","13.173943564865306","17.1875"
"03/30/2015 10:33:13.921","0","0","0","13.039499580058417","20.3125"
"03/30/2015 10:33:14.921","0","0","0","13.019756057814046","7.8125"
"03/30/2015 10:33:15.921","1.0030732129156208","1.0030732129156208","1.0030732129156208","13.019756057814046","10.9375"
"03/30/2015 10:33:16.921","0","0","0","13.0191292793301","9.375"
"03/30/2015 10:33:17.921","0","0","0","13.017248943878254","6.25"
"03/30/2015 10:33:18.921","0","0","0","13.017248943878254","3.125"
"03/30/2015 10:33:19.921","0","0","0","13.017248943878254","6.25"
"03/30/2015 10:33:20.921","0.9999648012345268","0.9999648012345268","0.9999648012345268","13.017248943878254","15.625"
"03/30/2015 10:33:21.921","0","0","0","13.036365687638673","9.375"
"03/30/2015 10:33:22.921","0","0","0","13.02445689644366","3.125"
"03/30/2015 10:33:23.921","0","0","0","13.02445689644366","6.25"
"03/30/2015 10:33:24.921","0","0","0","13.02445689644366","3.125"
"03/30/2015 10:33:25.921","0.99993910211374337","0.99993910211374337","0.99993910211374337","13.024770285685634","4.6875"
"03/30/2015 10:33:26.921","0","0","0","13.024143507201686","4.6875"
"03/30/2015 10:33:27.921","0","0","0","13.024143507201686","4.6875"
"03/30/2015 10:33:28.921","0","0","0","13.017248943878254","4.6875"
"03/30/2015 10:33:29.921","0","0","0","13.017248943878254","3.125"
"03/30/2015 10:33:30.921","0","0","0","13.017248943878254","4.6875"
"03/30/2015 10:33:31.921","1.0007948663321686","1.0007948663321686","1.0007948663321686","13.017248943878254","3.125"
"03/30/2015 10:33:32.921","0","0","0","13.019442668572074","7.8125"
"03/30/2015 10:33:33.921","0","0","0","13.016308776152332","6.25"
"03/30/2015 10:33:34.921","0","0","0","13.016308776152332","1.5625"
"03/30/2015 10:33:35.921","0","0","0","13.023203339475762","4.6875"
"03/30/2015 10:33:36.921","0.99998072417864059","0.99998072417864059","0.99998072417864059","13.023203339475762","6.25"
"03/30/2015 10:33:37.921","0","0","0","13.023203339475762","6.25"
"03/30/2015 10:33:38.921","0","0","0","13.023203339475762","3.125"
"03/30/2015 10:33:39.921","0","0","0","13.023203339475762","3.125"
"03/30/2015 10:33:40.921","0","0","0","13.023203339475762","7.8125"
"03/30/2015 10:33:41.921","0.99178844402969979","1.9835768880593996","0.99178844402969979","13.023830117959712","14.0625"
"03/30/2015 10:33:42.921","1.0082586314951869","2.0165172629903738","1.0082586314951869","13.023830117959712","3.125"
"03/30/2015 10:33:43.921","0.99998212095231631","1.9999642419046326","0.99998212095231631","13.023830117959712","4.6875"
"03/30/2015 10:33:44.921","0.99997653388102503","0.99997653388102503","0.99997653388102503","13.023830117959712","4.6875"
"03/30/2015 10:33:45.921","0","0.99987877023859628","0","13.102177428453235","28.125"
"03/30/2015 10:33:46.921","0","0","0","13.413059556491543","32.8125"
"03/30/2015 10:33:47.921","0","0","0","13.754340441001341","62.5"
"03/30/2015 10:33:48.921","0","0","0","13.784739197472827","39.0625"
"03/30/2015 10:33:49.921","0.99995837633049078","0.99995837633049078","0.99995837633049078","13.804796108959172","18.75"
"03/30/2015 10:33:50.921","0","0","0","13.817018289396163","6.25"
"03/30/2015 10:33:51.921","0","0","0","13.848670602835547","14.0625"
"03/30/2015 10:33:52.921","0","0","0","13.945821267847517","34.375"
"03/30/2015 10:33:53.921","0","0","0","13.994396600353504","10.9375"
"03/30/2015 10:33:54.921","1.0005526100412347","1.0005526100412347","1.0005526100412347","14.035450591052109","23.4375"
"03/30/2015 10:33:55.921","0","0","0","14.067416293733467","18.75"
"03/30/2015 10:33:56.921","0","0","0","14.328469532297897","17.1875"
"03/30/2015 10:33:57.921","0","0","0","14.345705940606472","15.625"
"03/30/2015 10:33:58.921","0","0","0","14.414964963082747","15.625"
"03/30/2015 10:33:59.921","0.99996563927157478","0.99996563927157478","0.99996563927157478","14.609893071590637","29.6875"
"03/30/2015 10:34:00.937","0","0","0","15.393679565767867","89.230769230769226"
"03/30/2015 10:34:01.937","0","0","0","15.640003509959509","87.5"
"03/30/2015 10:34:02.953","0","0","0","15.668521930979153","27.692307692307693"
"03/30/2015 10:34:03.953","0","0","0","16.571082947864564","35.9375"
"03/30/2015 10:34:04.953","0","0","0","16.638148245647024","23.4375"
"03/30/2015 10:34:05.968","0.98490591164491115","0.98490591164491115","0.98490591164491115","18.51440963734597","75.384615384615387"
"03/30/2015 10:34:06.968","0","0","0","20.988931091973477","46.875"
"03/30/2015 10:34:07.968","0","0","0","21.436137540270515","12.5"
"03/30/2015 10:34:08.984","0","0","0","21.44929988843343","43.07692307692308"
"03/30/2015 10:34:09.984","0","0","0","23.2127411530217","28.125"
"03/30/2015 10:34:10.984","0","0","0","23.743309139683852","34.375"
"03/30/2015 10:34:11.984","1.9920696645189833","1.9920696645189833","0.99603483225949163","23.865844333295726","51.5625"
"03/30/2015 10:34:13.000","0.98446519968207069","1.9689303993641414","0.98446519968207069","23.998721371892746","46.153846153846153"
"03/30/2015 10:34:14.015","0.97331155883695697","1.9466231176739139","0.97331155883695697","24.115928948391062","69.230769230769226"
"03/30/2015 10:34:15.015","1.0123620021861879","2.0247240043723758","1.0123620021861879","24.156042771363744","53.125"
"03/30/2015 10:34:16.015","0","1.0000519646115409","0","24.099946097050381","50"
"03/30/2015 10:34:17.015","0","0","0","24.77310618881075","67.1875"
"03/30/2015 10:34:18.437","0","0","0","25.685382272197359","29.670329670329664"
"03/30/2015 10:34:19.453","1.0007582126423011","2.0015164252846023","1.0007582126423011","25.82358692790794","81.538461538461533"
"03/30/2015 10:34:20.453","1.0136158943847886","1.0136158943847886","1.0136158943847886","26.688854624998431","90.625"
"03/30/2015 10:34:21.453","1.0028675010015942","3.0086025030047825","1.0028675010015942","27.163325937347221","48.4375"
"03/30/2015 10:34:22.453","0.99511110382135093","1.9902222076427019","0.99511110382135093","28.929274315871282","95.3125"
"03/30/2015 10:34:23.453","0","0","0","27.381758239003172","85.9375"
"03/30/2015 10:34:24.453","0","0","0","27.918907399746786","67.1875"
"03/30/2015 10:34:25.453","0","0","0","28.776653755029898","79.6875"
"03/30/2015 10:34:26.453","0","0","0","30.059355922429891","98.4375"
"03/30/2015 10:34:27.453","0","0","0","30.146478131698697","100"
"03/30/2015 10:34:28.453","0","0","0","30.708698431800237","100"
"03/30/2015 10:34:29.453","0","0","0","31.178468905519413","100"
"03/30/2015 10:34:30.453","0","0","0","31.517869454577362","100"
"03/30/2015 10:34:31.453","0","0","0","32.094819049051679","100"
"03/30/2015 10:34:32.453","0","0","0","32.340829604001357","100"
"03/30/2015 10:34:33.453","0","0","0","32.603763178017623","100"
